"INCIDENT_ID","MULTIPLE_OFFENSE"
"CR_126103","X1"
"CR_2569","X1"
"CR_8160","X1"
"CR_26337","X1"
"CR_143310","X1"
"CR_131216","X1"
"CR_23866","X1"
"CR_60412","X1"
"CR_63079","X1"
"CR_90949","X1"
"CR_129588","X1"
"CR_137479","X1"
"CR_148341","X1"
"CR_2439","X1"
"CR_93318","X1"
"CR_101328","X1"
"CR_117230","X1"
"CR_120053","X1"
"CR_114001","X1"
"CR_25954","X1"
"CR_89634","X1"
"CR_120678","X1"
"CR_97725","X1"
"CR_58924","X1"
"CR_66891","X1"
"CR_187405","X1"
"CR_97922","X1"
"CR_189284","X1"
"CR_165889","X1"
"CR_161630","X1"
"CR_159174","X1"
"CR_76873","X1"
"CR_8970","X1"
"CR_39050","X1"
"CR_31849","X0"
"CR_27556","X1"
"CR_105568","X1"
"CR_174629","X1"
"CR_149620","X1"
"CR_123272","X1"
"CR_140224","X1"
"CR_57838","X1"
"CR_73580","X1"
"CR_22192","X1"
"CR_173198","X1"
"CR_144789","X1"
"CR_72761","X1"
"CR_108829","X1"
"CR_18195","X1"
"CR_120639","X1"
"CR_116833","X1"
"CR_172698","X1"
"CR_42186","X1"
"CR_179408","X1"
"CR_178039","X1"
"CR_187441","X1"
"CR_45248","X1"
"CR_121512","X1"
"CR_161278","X0"
"CR_102570","X1"
"CR_18007","X0"
"CR_16701","X1"
"CR_124028","X1"
"CR_145386","X1"
"CR_82393","X1"
"CR_140327","X1"
"CR_107569","X1"
"CR_86620","X1"
"CR_8346","X1"
"CR_189047","X1"
"CR_80487","X1"
"CR_69589","X1"
"CR_77458","X1"
"CR_198081","X1"
"CR_160478","X1"
"CR_79286","X1"
"CR_132062","X1"
"CR_149784","X1"
"CR_70224","X0"
"CR_87562","X1"
"CR_185076","X1"
"CR_152876","X1"
"CR_167125","X1"
"CR_168974","X1"
"CR_96683","X1"
"CR_111281","X1"
"CR_115216","X1"
"CR_14952","X1"
"CR_18566","X1"
"CR_18791","X1"
"CR_3879","X1"
"CR_187260","X1"
"CR_152191","X1"
"CR_101640","X1"
"CR_3426","X1"
"CR_196484","X1"
"CR_53279","X1"
"CR_42178","X1"
"CR_60116","X1"
"CR_50287","X1"
"CR_130713","X1"
"CR_194724","X1"
"CR_79017","X1"
"CR_95945","X1"
"CR_47334","X1"
"CR_143414","X1"
"CR_124879","X0"
"CR_144288","X1"
"CR_141188","X1"
"CR_183628","X1"
"CR_8500","X1"
"CR_178794","X1"
"CR_126508","X1"
"CR_57997","X1"
"CR_161431","X0"
"CR_163067","X1"
"CR_80640","X1"
"CR_20803","X1"
"CR_67528","X1"
"CR_136116","X1"
"CR_59696","X1"
"CR_72639","X1"
"CR_189366","X1"
"CR_60206","X1"
"CR_163266","X1"
"CR_104631","X1"
"CR_174324","X1"
"CR_20441","X1"
"CR_134186","X1"
"CR_97582","X1"
"CR_73308","X1"
"CR_141061","X1"
"CR_105490","X1"
"CR_27686","X1"
"CR_147421","X1"
"CR_92374","X1"
"CR_178877","X1"
"CR_63553","X1"
"CR_168800","X1"
"CR_71202","X1"
"CR_56348","X1"
"CR_139447","X0"
"CR_10818","X1"
"CR_182337","X1"
"CR_741","X0"
"CR_11186","X1"
"CR_161091","X1"
"CR_135916","X1"
"CR_161921","X1"
"CR_177599","X1"
"CR_28747","X1"
"CR_191354","X1"
"CR_115393","X1"
"CR_174963","X1"
"CR_35544","X1"
"CR_137097","X1"
"CR_110835","X1"
"CR_86974","X1"
"CR_185861","X1"
"CR_15814","X1"
"CR_198152","X1"
"CR_99061","X1"
"CR_154014","X1"
"CR_178327","X1"
"CR_18853","X1"
"CR_14396","X1"
"CR_92169","X1"
"CR_110970","X1"
"CR_80746","X1"
"CR_35926","X1"
"CR_104328","X1"
"CR_160303","X1"
"CR_3051","X1"
"CR_20398","X1"
"CR_125239","X1"
"CR_167512","X1"
"CR_132925","X1"
"CR_118286","X1"
"CR_54234","X1"
"CR_40656","X1"
"CR_144494","X1"
"CR_85381","X1"
"CR_162435","X1"
"CR_95247","X1"
"CR_112489","X1"
"CR_53338","X1"
"CR_35987","X1"
"CR_57931","X1"
"CR_127101","X1"
"CR_149295","X1"
"CR_101994","X1"
"CR_84620","X1"
"CR_127280","X1"
"CR_61988","X1"
"CR_77913","X1"
"CR_26944","X1"
"CR_191612","X1"
"CR_58153","X1"
"CR_107134","X1"
"CR_99919","X1"
"CR_176293","X1"
"CR_176907","X1"
"CR_147009","X1"
"CR_55830","X1"
"CR_123141","X1"
"CR_58469","X1"
"CR_165517","X1"
"CR_134319","X1"
"CR_46668","X1"
"CR_163419","X1"
"CR_87678","X1"
"CR_121845","X1"
"CR_152347","X1"
"CR_186202","X1"
"CR_144684","X1"
"CR_44491","X1"
"CR_143499","X0"
"CR_120924","X1"
"CR_81470","X1"
"CR_88382","X1"
"CR_123231","X1"
"CR_118374","X1"
"CR_121351","X1"
"CR_47561","X1"
"CR_102418","X1"
"CR_197271","X1"
"CR_18801","X1"
"CR_72402","X1"
"CR_90048","X1"
"CR_126205","X1"
"CR_189225","X1"
"CR_148740","X1"
"CR_169233","X0"
"CR_187946","X1"
"CR_70042","X1"
"CR_87975","X1"
"CR_92989","X1"
"CR_77885","X1"
"CR_90339","X1"
"CR_82677","X1"
"CR_194598","X1"
"CR_128935","X1"
"CR_51448","X1"
"CR_86074","X1"
"CR_20853","X1"
"CR_180740","X1"
"CR_24398","X1"
"CR_34195","X1"
"CR_196789","X1"
"CR_141193","X1"
"CR_6882","X1"
"CR_111447","X1"
"CR_49779","X1"
"CR_101853","X1"
"CR_61625","X1"
"CR_20857","X1"
"CR_97575","X1"
"CR_143162","X1"
"CR_174742","X1"
"CR_2257","X1"
"CR_63491","X1"
"CR_73431","X1"
"CR_46853","X1"
"CR_173662","X1"
"CR_83613","X0"
"CR_41543","X1"
"CR_47330","X1"
"CR_164446","X1"
"CR_56889","X1"
"CR_74196","X1"
"CR_27018","X1"
"CR_24407","X1"
"CR_171757","X1"
"CR_72168","X1"
"CR_52340","X1"
"CR_177788","X1"
"CR_20551","X1"
"CR_195290","X1"
"CR_99467","X1"
"CR_43114","X1"
"CR_186881","X1"
"CR_14628","X1"
"CR_6317","X0"
"CR_156777","X1"
"CR_6796","X1"
"CR_139329","X1"
"CR_83037","X1"
"CR_114413","X1"
"CR_59156","X1"
"CR_40615","X1"
"CR_172452","X1"
"CR_131231","X1"
"CR_33111","X1"
"CR_129009","X1"
"CR_181412","X1"
"CR_25101","X1"
"CR_172556","X1"
"CR_171762","X1"
"CR_61832","X1"
"CR_180216","X1"
"CR_29213","X1"
"CR_49944","X1"
"CR_92311","X1"
"CR_166315","X1"
"CR_126745","X1"
"CR_72124","X1"
"CR_66284","X1"
"CR_148401","X1"
"CR_158737","X1"
"CR_55009","X1"
"CR_50718","X1"
"CR_46332","X1"
"CR_129323","X1"
"CR_108446","X1"
"CR_49798","X1"
"CR_53055","X1"
"CR_93635","X1"
"CR_74161","X1"
"CR_107924","X1"
"CR_133141","X1"
"CR_115647","X1"
"CR_162480","X1"
"CR_55804","X1"
"CR_150079","X1"
"CR_48378","X1"
"CR_9388","X1"
"CR_179405","X1"
"CR_62557","X0"
"CR_182245","X1"
"CR_9726","X1"
"CR_163394","X1"
"CR_170313","X1"
"CR_178022","X1"
"CR_60543","X1"
"CR_65305","X1"
"CR_120513","X1"
"CR_82830","X1"
"CR_29310","X1"
"CR_149894","X1"
"CR_68707","X1"
"CR_22374","X1"
"CR_188753","X1"
"CR_122060","X1"
"CR_139570","X0"
"CR_91190","X1"
"CR_80927","X1"
"CR_68946","X1"
"CR_26319","X1"
"CR_104124","X1"
"CR_187271","X1"
"CR_65005","X1"
"CR_144184","X1"
"CR_10739","X1"
"CR_145111","X1"
"CR_134484","X1"
"CR_62235","X1"
"CR_116750","X1"
"CR_2793","X1"
"CR_44530","X1"
"CR_51340","X1"
"CR_76959","X1"
"CR_64636","X1"
"CR_185934","X1"
"CR_123254","X1"
"CR_127241","X1"
"CR_43090","X1"
"CR_101778","X1"
"CR_62772","X1"
"CR_194357","X1"
"CR_113605","X1"
"CR_143769","X1"
"CR_520","X1"
"CR_50931","X1"
"CR_142259","X1"
"CR_46508","X1"
"CR_89817","X1"
"CR_7672","X1"
"CR_52488","X1"
"CR_82766","X1"
"CR_167021","X1"
"CR_18567","X1"
"CR_102147","X1"
"CR_24655","X1"
"CR_148249","X1"
"CR_129552","X1"
"CR_195643","X1"
"CR_60523","X1"
"CR_72576","X1"
"CR_191010","X1"
"CR_61171","X1"
"CR_141770","X1"
"CR_165441","X1"
"CR_167513","X1"
"CR_38148","X1"
"CR_101990","X1"
"CR_40757","X1"
"CR_127432","X1"
"CR_168057","X1"
"CR_179169","X1"
"CR_107313","X1"
"CR_27199","X1"
"CR_164180","X0"
"CR_129686","X1"
"CR_16314","X1"
"CR_103163","X1"
"CR_85997","X1"
"CR_187091","X1"
"CR_16809","X1"
"CR_93662","X1"
"CR_154972","X1"
"CR_74084","X1"
"CR_13795","X1"
"CR_29139","X1"
"CR_118369","X0"
"CR_99895","X1"
"CR_26461","X1"
"CR_2574","X1"
"CR_96553","X1"
"CR_13020","X1"
"CR_12585","X1"
"CR_2685","X1"
"CR_178912","X1"
"CR_132187","X1"
"CR_102775","X1"
"CR_104386","X1"
"CR_169427","X1"
"CR_21849","X1"
"CR_66623","X1"
"CR_10284","X1"
"CR_137012","X0"
"CR_176559","X1"
"CR_166503","X1"
"CR_125445","X1"
"CR_64695","X1"
"CR_60601","X1"
"CR_178945","X1"
"CR_195784","X1"
"CR_181533","X0"
"CR_29243","X1"
"CR_190424","X1"
"CR_124115","X1"
"CR_133807","X1"
"CR_129657","X1"
"CR_8752","X1"
"CR_40689","X1"
"CR_73427","X1"
"CR_126237","X1"
"CR_20162","X1"
"CR_49140","X0"
"CR_84431","X1"
"CR_41728","X1"
"CR_26433","X1"
"CR_121958","X1"
"CR_131608","X1"
"CR_62808","X1"
"CR_145993","X1"
"CR_80628","X1"
"CR_194102","X0"
"CR_147592","X1"
"CR_88716","X1"
"CR_186427","X1"
"CR_59132","X1"
"CR_179467","X1"
"CR_195337","X1"
"CR_153598","X1"
"CR_53735","X1"
"CR_134806","X1"
"CR_46644","X1"
"CR_47898","X1"
"CR_69704","X1"
"CR_46190","X1"
"CR_25977","X1"
"CR_4326","X1"
"CR_20713","X1"
"CR_150739","X1"
"CR_169451","X1"
"CR_154256","X1"
"CR_83706","X1"
"CR_18183","X1"
"CR_30706","X1"
"CR_64194","X1"
"CR_27520","X1"
"CR_74336","X1"
"CR_98764","X1"
"CR_133258","X1"
"CR_107246","X1"
"CR_190980","X1"
"CR_46166","X1"
"CR_23406","X1"
"CR_179436","X1"
"CR_2387","X1"
"CR_5630","X1"
"CR_46383","X1"
"CR_137944","X1"
"CR_33712","X1"
"CR_20903","X1"
"CR_171210","X1"
"CR_84998","X1"
"CR_130291","X1"
"CR_124661","X1"
"CR_91393","X1"
"CR_40265","X1"
"CR_170933","X1"
"CR_187818","X1"
"CR_35044","X1"
"CR_524","X1"
"CR_155855","X1"
"CR_189645","X1"
"CR_161174","X1"
"CR_102122","X1"
"CR_135940","X0"
"CR_121865","X1"
"CR_102967","X1"
"CR_40805","X1"
"CR_55371","X1"
"CR_10125","X1"
"CR_68533","X1"
"CR_95822","X1"
"CR_61187","X1"
"CR_182634","X1"
"CR_150533","X1"
"CR_165603","X1"
"CR_55607","X1"
"CR_197006","X1"
"CR_151015","X0"
"CR_41977","X1"
"CR_122452","X1"
"CR_9733","X1"
"CR_124645","X1"
"CR_90608","X1"
"CR_35195","X1"
"CR_181242","X1"
"CR_35954","X1"
"CR_15629","X1"
"CR_84307","X1"
"CR_23218","X1"
"CR_77687","X1"
"CR_166793","X1"
"CR_108781","X1"
"CR_172056","X1"
"CR_37797","X1"
"CR_54056","X1"
"CR_50627","X1"
"CR_35202","X1"
"CR_188755","X1"
"CR_97730","X1"
"CR_122975","X1"
"CR_75061","X1"
"CR_66048","X1"
"CR_40553","X1"
"CR_40909","X1"
"CR_97872","X1"
"CR_96235","X1"
"CR_154990","X1"
"CR_121520","X1"
"CR_110409","X1"
"CR_180992","X1"
"CR_161464","X1"
"CR_170441","X1"
"CR_137184","X1"
"CR_35437","X1"
"CR_63627","X1"
"CR_154042","X1"
"CR_151664","X1"
"CR_28364","X0"
"CR_149968","X1"
"CR_126515","X1"
"CR_26136","X1"
"CR_29231","X1"
"CR_24808","X1"
"CR_26881","X1"
"CR_38450","X1"
"CR_41335","X1"
"CR_86213","X1"
"CR_147513","X1"
"CR_59422","X0"
"CR_54101","X1"
"CR_68661","X1"
"CR_98501","X1"
"CR_164456","X1"
"CR_154682","X1"
"CR_124925","X0"
"CR_68923","X1"
"CR_42467","X1"
"CR_106758","X1"
"CR_52439","X1"
"CR_61195","X1"
"CR_31105","X1"
"CR_138056","X1"
"CR_177195","X1"
"CR_65675","X1"
"CR_64956","X1"
"CR_128743","X1"
"CR_10371","X1"
"CR_79821","X1"
"CR_148944","X1"
"CR_163084","X1"
"CR_89241","X1"
"CR_83941","X1"
"CR_178324","X1"
"CR_75498","X0"
"CR_195980","X1"
"CR_40654","X1"
"CR_92991","X1"
"CR_38580","X1"
"CR_123446","X1"
"CR_197840","X1"
"CR_196257","X1"
"CR_132281","X1"
"CR_181734","X1"
"CR_127150","X1"
"CR_70215","X1"
"CR_116655","X1"
"CR_104817","X1"
"CR_48656","X1"
"CR_155584","X1"
"CR_172346","X1"
"CR_37865","X1"
"CR_26177","X1"
"CR_115862","X1"
"CR_189041","X1"
"CR_53552","X1"
"CR_147507","X1"
"CR_4335","X1"
"CR_38166","X1"
"CR_165853","X1"
"CR_146543","X1"
"CR_179694","X1"
"CR_50672","X1"
"CR_93582","X1"
"CR_179392","X1"
"CR_187364","X1"
"CR_108239","X1"
"CR_128736","X1"
"CR_195521","X1"
"CR_21593","X1"
"CR_34289","X1"
"CR_15365","X1"
"CR_167247","X0"
"CR_166021","X1"
"CR_188293","X1"
"CR_157626","X1"
"CR_41122","X1"
"CR_11232","X1"
"CR_32713","X1"
"CR_143246","X1"
"CR_132390","X1"
"CR_60221","X1"
"CR_67395","X1"
"CR_73002","X1"
"CR_43134","X1"
"CR_95558","X1"
"CR_140555","X1"
"CR_3795","X1"
"CR_44127","X1"
"CR_175194","X1"
"CR_104775","X1"
"CR_75299","X1"
"CR_116008","X1"
"CR_167041","X1"
"CR_52710","X1"
"CR_5114","X1"
"CR_114719","X1"
"CR_116845","X1"
"CR_24470","X1"
"CR_21072","X1"
"CR_146854","X1"
"CR_73794","X1"
"CR_167544","X1"
"CR_161178","X1"
"CR_38504","X1"
"CR_25518","X1"
"CR_105453","X1"
"CR_163287","X1"
"CR_130703","X1"
"CR_125658","X1"
"CR_157811","X1"
"CR_12519","X1"
"CR_63392","X1"
"CR_48016","X1"
"CR_15125","X1"
"CR_172105","X1"
"CR_169711","X1"
"CR_96925","X1"
"CR_25783","X1"
"CR_35040","X1"
"CR_99217","X1"
"CR_46775","X1"
"CR_167506","X1"
"CR_105121","X1"
"CR_67452","X0"
"CR_59321","X1"
"CR_90445","X1"
"CR_136851","X1"
"CR_139808","X1"
"CR_150600","X1"
"CR_49274","X1"
"CR_182763","X1"
"CR_3044","X1"
"CR_129659","X0"
"CR_35631","X1"
"CR_182624","X1"
"CR_66258","X1"
"CR_125849","X1"
"CR_143010","X1"
"CR_99152","X1"
"CR_59504","X1"
"CR_17261","X1"
"CR_164572","X1"
"CR_150109","X1"
"CR_70750","X1"
"CR_57953","X0"
"CR_94061","X1"
"CR_136081","X0"
"CR_75146","X1"
"CR_143442","X1"
"CR_186733","X1"
"CR_198600","X1"
"CR_176566","X1"
"CR_167117","X1"
"CR_38535","X1"
"CR_36254","X1"
"CR_45593","X1"
"CR_177625","X1"
"CR_111274","X1"
"CR_91045","X1"
"CR_145073","X1"
"CR_90591","X1"
"CR_9142","X1"
"CR_155076","X1"
"CR_108582","X1"
"CR_171896","X1"
"CR_6770","X1"
"CR_135496","X1"
"CR_193662","X1"
"CR_166239","X0"
"CR_147933","X1"
"CR_109339","X1"
"CR_57180","X1"
"CR_79953","X1"
"CR_144520","X0"
"CR_88113","X1"
"CR_63178","X1"
"CR_7104","X1"
"CR_129463","X1"
"CR_76578","X1"
"CR_154179","X1"
"CR_116070","X1"
"CR_30931","X1"
"CR_76009","X0"
"CR_17509","X1"
"CR_113096","X1"
"CR_119499","X1"
"CR_88132","X1"
"CR_154232","X1"
"CR_36011","X1"
"CR_181138","X1"
"CR_88393","X1"
"CR_155854","X1"
"CR_123122","X1"
"CR_12595","X1"
"CR_181253","X0"
"CR_39944","X1"
"CR_129829","X1"
"CR_10751","X1"
"CR_35011","X1"
"CR_37435","X1"
"CR_9169","X1"
"CR_183289","X1"
"CR_141191","X1"
"CR_162955","X1"
"CR_116489","X1"
"CR_151397","X1"
"CR_77725","X1"
"CR_97518","X1"
"CR_27317","X1"
"CR_46458","X0"
"CR_50196","X1"
"CR_96787","X1"
"CR_41231","X1"
"CR_131724","X1"
"CR_132931","X1"
"CR_112873","X1"
"CR_169603","X0"
"CR_26541","X1"
"CR_139860","X1"
"CR_21937","X1"
"CR_114391","X1"
"CR_30652","X1"
"CR_42660","X1"
"CR_117351","X1"
"CR_35221","X1"
"CR_156450","X1"
"CR_98617","X1"
"CR_138034","X1"
"CR_46181","X1"
"CR_137777","X1"
"CR_154162","X1"
"CR_114312","X1"
"CR_15219","X1"
"CR_119047","X1"
"CR_17603","X1"
"CR_149256","X1"
"CR_139124","X1"
"CR_161155","X1"
"CR_84136","X1"
"CR_119252","X1"
"CR_191462","X0"
"CR_65602","X1"
"CR_24589","X1"
"CR_154964","X1"
"CR_29999","X1"
"CR_161285","X1"
"CR_120727","X1"
"CR_176303","X1"
"CR_158812","X1"
"CR_72137","X1"
"CR_23297","X1"
"CR_77361","X1"
"CR_146692","X1"
"CR_164661","X1"
"CR_174319","X1"
"CR_108699","X1"
"CR_57431","X1"
"CR_39025","X1"
"CR_30163","X1"
"CR_136470","X1"
"CR_166283","X1"
"CR_153234","X1"
"CR_115099","X1"
"CR_12066","X1"
"CR_25153","X1"
"CR_143627","X1"
"CR_147721","X1"
"CR_42053","X1"
"CR_36664","X1"
"CR_21858","X1"
"CR_87025","X1"
"CR_42837","X1"
"CR_87793","X1"
"CR_170515","X1"
"CR_143253","X1"
"CR_186280","X1"
"CR_98940","X1"
"CR_10184","X1"
"CR_178887","X1"
"CR_104998","X1"
"CR_178629","X1"
"CR_18647","X1"
"CR_100840","X1"
"CR_110123","X1"
"CR_154706","X1"
"CR_94097","X1"
"CR_133892","X1"
"CR_160061","X1"
"CR_161753","X1"
"CR_26355","X1"
"CR_68535","X1"
"CR_181582","X1"
"CR_149806","X1"
"CR_184868","X1"
"CR_54983","X1"
"CR_84149","X1"
"CR_139761","X1"
"CR_184816","X1"
"CR_114289","X1"
"CR_132932","X1"
"CR_66403","X1"
"CR_180658","X1"
"CR_158238","X1"
"CR_109684","X1"
"CR_168467","X1"
"CR_131236","X1"
"CR_169771","X1"
"CR_57572","X1"
"CR_187885","X1"
"CR_117753","X1"
"CR_13917","X1"
"CR_192449","X1"
"CR_114094","X1"
"CR_13224","X1"
"CR_85519","X1"
"CR_140914","X1"
"CR_96013","X1"
"CR_185926","X1"
"CR_179651","X1"
"CR_122915","X1"
"CR_85585","X1"
"CR_26273","X1"
"CR_188202","X1"
"CR_45681","X1"
"CR_189532","X1"
"CR_143334","X1"
"CR_160097","X1"
"CR_122382","X1"
"CR_47477","X1"
"CR_66570","X1"
"CR_198085","X1"
"CR_34251","X1"
"CR_148489","X1"
"CR_163579","X1"
"CR_150770","X1"
"CR_198273","X1"
"CR_177263","X0"
"CR_136640","X1"
"CR_177387","X1"
"CR_62776","X1"
"CR_178756","X1"
"CR_67400","X0"
"CR_31194","X1"
"CR_45381","X1"
"CR_168310","X1"
"CR_172023","X1"
"CR_77547","X1"
"CR_163743","X1"
"CR_102086","X1"
"CR_65418","X1"
"CR_32436","X1"
"CR_175748","X1"
"CR_190739","X1"
"CR_69980","X1"
"CR_70854","X1"
"CR_44210","X1"
"CR_63944","X1"
"CR_184328","X1"
"CR_103064","X1"
"CR_176666","X1"
"CR_9861","X1"
"CR_65573","X1"
"CR_8047","X1"
"CR_175814","X1"
"CR_21226","X1"
"CR_68886","X1"
"CR_98277","X1"
"CR_177231","X1"
"CR_156090","X1"
"CR_172844","X1"
"CR_140479","X1"
"CR_161144","X1"
"CR_66849","X1"
"CR_175299","X1"
"CR_159710","X1"
"CR_122817","X1"
"CR_142100","X1"
"CR_103272","X1"
"CR_184691","X1"
"CR_147499","X1"
"CR_171744","X1"
"CR_42710","X1"
"CR_146574","X1"
"CR_62544","X1"
"CR_97821","X1"
"CR_16983","X1"
"CR_25275","X1"
"CR_120738","X1"
"CR_5305","X0"
"CR_171340","X1"
"CR_87998","X1"
"CR_62415","X1"
"CR_12027","X1"
"CR_81309","X1"
"CR_109097","X1"
"CR_129963","X1"
"CR_104202","X1"
"CR_153591","X0"
"CR_171393","X0"
"CR_70395","X1"
"CR_40125","X0"
"CR_10020","X1"
"CR_99774","X1"
"CR_54905","X1"
"CR_92757","X1"
"CR_192975","X1"
"CR_9205","X1"
"CR_144982","X1"
"CR_90783","X1"
"CR_116482","X1"
"CR_1736","X1"
"CR_105824","X0"
"CR_191381","X1"
"CR_97566","X1"
"CR_43423","X1"
"CR_103406","X1"
"CR_13273","X1"
"CR_86930","X1"
"CR_89959","X1"
"CR_123445","X1"
"CR_129693","X1"
"CR_88197","X1"
"CR_189670","X1"
"CR_66015","X1"
"CR_132406","X1"
"CR_8641","X1"
"CR_27785","X1"
"CR_180122","X1"
"CR_186970","X1"
"CR_50013","X1"
"CR_115638","X1"
"CR_84047","X1"
"CR_51644","X1"
"CR_137197","X1"
"CR_154246","X1"
"CR_72035","X1"
"CR_175500","X1"
"CR_123360","X1"
"CR_173705","X1"
"CR_20260","X1"
"CR_117852","X1"
"CR_105409","X1"
"CR_29394","X1"
"CR_124894","X0"
"CR_111283","X1"
"CR_454","X1"
"CR_85074","X1"
"CR_91162","X1"
"CR_33534","X1"
"CR_24588","X1"
"CR_184706","X1"
"CR_10469","X1"
"CR_180496","X1"
"CR_108608","X1"
"CR_35184","X1"
"CR_130168","X1"
"CR_180523","X1"
"CR_195363","X1"
"CR_117521","X1"
"CR_39004","X1"
"CR_99303","X1"
"CR_101504","X1"
"CR_92231","X1"
"CR_114738","X0"
"CR_120757","X1"
"CR_79353","X0"
"CR_88493","X0"
"CR_144801","X1"
"CR_74038","X1"
"CR_104044","X1"
"CR_139465","X1"
"CR_181124","X1"
"CR_111261","X1"
"CR_184650","X1"
"CR_187069","X1"
"CR_30598","X1"
"CR_32671","X0"
"CR_70718","X1"
"CR_98015","X1"
"CR_143758","X1"
"CR_15503","X1"
"CR_113820","X1"
"CR_138596","X1"
"CR_54936","X1"
"CR_65520","X1"
"CR_32800","X0"
"CR_4708","X1"
"CR_5974","X1"
"CR_123570","X1"
"CR_170176","X1"
"CR_49519","X1"
"CR_72409","X1"
"CR_192768","X1"
"CR_140961","X1"
"CR_103948","X1"
"CR_85366","X1"
"CR_36163","X1"
"CR_149149","X1"
"CR_165817","X1"
"CR_71419","X1"
"CR_193956","X1"
"CR_170247","X1"
"CR_18688","X0"
"CR_4406","X1"
"CR_109189","X1"
"CR_113184","X1"
"CR_143904","X1"
"CR_54270","X1"
"CR_101982","X1"
"CR_49964","X1"
"CR_71081","X1"
"CR_67972","X1"
"CR_123735","X1"
"CR_83120","X1"
"CR_94340","X1"
"CR_60804","X1"
"CR_13022","X1"
"CR_55773","X1"
"CR_90405","X1"
"CR_17840","X1"
"CR_7726","X1"
"CR_196961","X1"
"CR_92993","X1"
"CR_11784","X1"
"CR_167724","X1"
"CR_9542","X1"
"CR_91163","X1"
"CR_72587","X1"
"CR_112813","X1"
"CR_172716","X0"
"CR_3768","X1"
"CR_138294","X1"
"CR_37322","X1"
"CR_50518","X1"
"CR_44157","X0"
"CR_127684","X1"
"CR_54888","X1"
"CR_24696","X1"
"CR_142810","X0"
"CR_42929","X1"
"CR_28609","X1"
"CR_23556","X1"
"CR_168631","X1"
"CR_151266","X1"
"CR_195153","X1"
"CR_133897","X1"
"CR_36540","X1"
"CR_125739","X1"
"CR_66068","X1"
"CR_184821","X1"
"CR_119320","X1"
"CR_26555","X1"
"CR_148696","X1"
"CR_41897","X1"
"CR_76508","X1"
"CR_167432","X1"
"CR_165571","X1"
"CR_87587","X1"
"CR_81667","X1"
"CR_183274","X1"
"CR_36850","X1"
"CR_194394","X1"
"CR_159490","X1"
"CR_193787","X1"
"CR_148395","X1"
"CR_122657","X1"
"CR_189057","X1"
"CR_170570","X1"
"CR_90228","X1"
"CR_95295","X1"
"CR_15216","X1"
"CR_19627","X1"
"CR_120536","X1"
"CR_185772","X1"
"CR_188254","X1"
"CR_82910","X1"
"CR_5131","X1"
"CR_146933","X1"
"CR_42922","X1"
"CR_7701","X1"
"CR_107564","X1"
"CR_189967","X1"
"CR_50467","X1"
"CR_111105","X1"
"CR_178235","X0"
"CR_23942","X1"
"CR_32393","X1"
"CR_184787","X1"
"CR_186699","X1"
"CR_12781","X1"
"CR_64845","X1"
"CR_24599","X1"
"CR_117111","X1"
"CR_37727","X1"
"CR_23764","X1"
"CR_187315","X1"
"CR_96568","X1"
"CR_168184","X1"
"CR_120130","X1"
"CR_30307","X1"
"CR_183163","X1"
"CR_7341","X1"
"CR_113309","X1"
"CR_172660","X1"
"CR_146535","X1"
"CR_194527","X1"
"CR_23705","X0"
"CR_178959","X1"
"CR_25630","X1"
"CR_37926","X1"
"CR_82200","X1"
"CR_6013","X1"
"CR_45037","X1"
"CR_108917","X1"
"CR_66447","X1"
"CR_56801","X1"
"CR_178396","X0"
"CR_52899","X1"
"CR_189371","X1"
"CR_186145","X1"
"CR_43770","X1"
"CR_144203","X1"
"CR_117834","X1"
"CR_146092","X1"
"CR_95281","X1"
"CR_23735","X1"
"CR_161571","X1"
"CR_178850","X1"
"CR_161190","X1"
"CR_150669","X1"
"CR_105290","X1"
"CR_150727","X1"
"CR_191082","X1"
"CR_109498","X1"
"CR_98275","X1"
"CR_144390","X1"
"CR_160859","X1"
"CR_72633","X1"
"CR_65750","X1"
"CR_776","X1"
"CR_5147","X1"
"CR_148468","X1"
"CR_2756","X1"
"CR_49701","X1"
"CR_147448","X0"
"CR_80289","X1"
"CR_107353","X1"
"CR_167557","X1"
"CR_113325","X1"
"CR_94531","X1"
"CR_110923","X1"
"CR_166811","X1"
"CR_69441","X1"
"CR_80626","X1"
"CR_168799","X1"
"CR_69964","X1"
"CR_180269","X1"
"CR_168541","X1"
"CR_31195","X0"
"CR_141160","X1"
"CR_167546","X1"
"CR_16542","X1"
"CR_159208","X1"
"CR_95776","X1"
"CR_144333","X1"
"CR_87422","X1"
"CR_88692","X0"
"CR_135324","X1"
"CR_1505","X1"
"CR_109553","X1"
"CR_131084","X1"
"CR_123382","X1"
"CR_149901","X1"
"CR_8566","X1"
"CR_1157","X1"
"CR_3215","X1"
"CR_49674","X1"
"CR_6806","X1"
"CR_89476","X1"
"CR_145063","X1"
"CR_97018","X1"
"CR_30939","X1"
"CR_38897","X1"
"CR_81566","X1"
"CR_189700","X1"
"CR_37884","X1"
"CR_78498","X1"
"CR_31606","X1"
"CR_120526","X1"
"CR_25611","X1"
"CR_115952","X1"
"CR_113683","X1"
"CR_4905","X1"
"CR_130684","X0"
"CR_182564","X1"
"CR_145969","X1"
"CR_84684","X1"
"CR_140638","X1"
"CR_22728","X1"
"CR_71394","X1"
"CR_4772","X1"
"CR_190266","X1"
"CR_64594","X1"
